kind,case,family,touchpoints,self_check_risk,evidence,runtime_occurrences,selection_occurrences,guard_or_comment_occurrences
ltp_stable,mmap01,memory,kernel/memory; examples/shell/src/uspace/memory*.rs; api/arceos_posix_api/src/imp/mem.rs,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]",[]
ltp_stable,open01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]",[]
ltp_stable,pipe01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]",[]
ltp_stable,read01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_GUARD_COMMENT_ONLY,exact case name outside stable appears only in selection lists plus guard/test/comment code,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]","[{""file"": ""scripts/test_ltp_summary.py"", ""line"": 86, ""class"": ""compliance_guard_or_unit_test"", ""text"": ""\""RUN LTP CASE read01\"",""}, {""file"": ""scripts/test_ltp_summary.py"", ""line"": 87, ""class"": ""compliance_guard_or_unit_test"", ""text"": ""\""PASS LTP CASE read01 : 5\"",""}, {""file"": ""scripts/test_ltp_summary.py"", ""line"": 95, ""class"": ""compliance_guard_or_unit_test"", ""text"": ""row = data[\""case_matrix\""][\""read01\""][\""rv\""][\""glibc\""]""}]"
ltp_stable,stat01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]",[]
ltp_stable,wait401,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]",[]
ltp_stable,write01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 46, ""class"": ""selection_list"", ""text"": ""\""mmap01\"", \""open01\"", \""pipe01\"", \""read01\"", \""stat01\"", \""wait401\"", \""write01\"",""}]",[]
ltp_stable,access03,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 623, ""class"": ""selection_list"", ""text"": ""\""access03\"",""}]",[]
ltp_stable,close02,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 625, ""class"": ""selection_list"", ""text"": ""\""close02\"",""}]",[]
ltp_stable,dup02,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 626, ""class"": ""selection_list"", ""text"": ""\""dup02\"",""}]",[]
ltp_stable,fcntl03,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 629, ""class"": ""selection_list"", ""text"": ""\""fcntl03\"",""}]",[]
ltp_stable,getcwd01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 630, ""class"": ""selection_list"", ""text"": ""\""getcwd01\"",""}]",[]
ltp_stable,getpid02,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 631, ""class"": ""selection_list"", ""text"": ""\""getpid02\"",""}]",[]
ltp_stable,getppid01,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 632, ""class"": ""selection_list"", ""text"": ""\""getppid01\"",""}]",[]
ltp_stable,getuid01,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 633, ""class"": ""selection_list"", ""text"": ""\""getuid01\"",""}]",[]
ltp_stable,geteuid01,misc,cross-cutting runner/syscall implementation,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 634, ""class"": ""selection_list"", ""text"": ""\""geteuid01\"",""}]",[]
ltp_stable,getgid01,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 635, ""class"": ""selection_list"", ""text"": ""\""getgid01\"",""}]",[]
ltp_stable,getegid01,misc,cross-cutting runner/syscall implementation,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 636, ""class"": ""selection_list"", ""text"": ""\""getegid01\"",""}]",[]
ltp_stable,getresuid01,misc,cross-cutting runner/syscall implementation,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,getresuid02,misc,cross-cutting runner/syscall implementation,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,getresuid03,misc,cross-cutting runner/syscall implementation,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,getresgid01,misc,cross-cutting runner/syscall implementation,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,getresgid02,misc,cross-cutting runner/syscall implementation,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,getresgid03,misc,cross-cutting runner/syscall implementation,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,lseek01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 637, ""class"": ""selection_list"", ""text"": ""\""lseek01\"",""}]",[]
ltp_stable,lseek02,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 638, ""class"": ""selection_list"", ""text"": ""\""lseek02\"",""}]",[]
ltp_stable,read02,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 640, ""class"": ""selection_list"", ""text"": ""\""read02\"",""}]",[]
ltp_stable,write02,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 641, ""class"": ""selection_list"", ""text"": ""\""write02\"",""}]",[]
ltp_stable,creat01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 645, ""class"": ""selection_list"", ""text"": ""\""creat01\"",""}]",[]
ltp_stable,creat03,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 646, ""class"": ""selection_list"", ""text"": ""\""creat03\"",""}]",[]
ltp_stable,open02,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 647, ""class"": ""selection_list"", ""text"": ""\""open02\"",""}]",[]
ltp_stable,open03,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 648, ""class"": ""selection_list"", ""text"": ""\""open03\"",""}]",[]
ltp_stable,stat02,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 649, ""class"": ""selection_list"", ""text"": ""\""stat02\"",""}]",[]
ltp_stable,lstat01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 650, ""class"": ""selection_list"", ""text"": ""\""lstat01\"",""}]",[]
ltp_stable,chmod01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 651, ""class"": ""selection_list"", ""text"": ""\""chmod01\"",""}]",[]
ltp_stable,fchmod01,misc,cross-cutting runner/syscall implementation,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 652, ""class"": ""selection_list"", ""text"": ""\""fchmod01\"",""}]",[]
ltp_stable,rmdir01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 654, ""class"": ""selection_list"", ""text"": ""\""rmdir01\"",""}]",[]
ltp_stable,symlink01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 656, ""class"": ""selection_list"", ""text"": ""\""symlink01\"",""}]",[]
ltp_stable,readlink01,fd,api/arceos_posix_api/src/imp/fd_ops.rs; examples/shell/src/uspace/fd_table.rs; ulib/axlibc/src/fd_ops.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 657, ""class"": ""selection_list"", ""text"": ""\""readlink01\"",""}]",[]
ltp_stable,ftruncate01,fs_path_metadata,kernel/fs; api/arceos_posix_api/src/imp/fs.rs; examples/shell/src/uspace/fs*.rs; ulib/axlibc/src/stat.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 660, ""class"": ""selection_list"", ""text"": ""\""ftruncate01\"",""}]",[]
ltp_stable,umask01,misc,cross-cutting runner/syscall implementation,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 661, ""class"": ""selection_list"", ""text"": ""\""umask01\"",""}]",[]
ltp_stable,alarm02,signal,examples/shell/src/uspace/signal*.rs; api/arceos_posix_api/src/imp/signal.rs; ulib/axlibc/src/signal.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 667, ""class"": ""selection_list"", ""text"": ""\""alarm02\"",""}]",[]
ltp_stable,alarm03,signal,examples/shell/src/uspace/signal*.rs; api/arceos_posix_api/src/imp/signal.rs; ulib/axlibc/src/signal.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 668, ""class"": ""selection_list"", ""text"": ""\""alarm03\"",""}]",[]
ltp_stable,clock_gettime02,time_clock,kernel/runtime/time; api/arceos_posix_api/src/imp/time.rs; examples/shell/src/uspace/time*.rs; ulib/axlibc/src/time.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 671, ""class"": ""selection_list"", ""text"": ""\""clock_gettime02\"",""}]",[]
ltp_stable,gettimeofday01,time_clock,kernel/runtime/time; api/arceos_posix_api/src/imp/time.rs; examples/shell/src/uspace/time*.rs; ulib/axlibc/src/time.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 672, ""class"": ""selection_list"", ""text"": ""\""gettimeofday01\"",""}]",[]
ltp_stable,time01,time_clock,kernel/runtime/time; api/arceos_posix_api/src/imp/time.rs; examples/shell/src/uspace/time*.rs; ulib/axlibc/src/time.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 674, ""class"": ""selection_list"", ""text"": ""\""time01\"",""}]",[]
ltp_stable,times01,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 675, ""class"": ""selection_list"", ""text"": ""\""times01\"",""}]",[]
ltp_stable,kill03,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 677, ""class"": ""selection_list"", ""text"": ""\""kill03\"",""}]",[]
ltp_stable,rt_sigaction01,signal,examples/shell/src/uspace/signal*.rs; api/arceos_posix_api/src/imp/signal.rs; ulib/axlibc/src/signal.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 679, ""class"": ""selection_list"", ""text"": ""\""rt_sigaction01\"",""}]",[]
ltp_stable,rt_sigaction02,signal,examples/shell/src/uspace/signal*.rs; api/arceos_posix_api/src/imp/signal.rs; ulib/axlibc/src/signal.c,OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,sigaction01,signal,examples/shell/src/uspace/signal*.rs; api/arceos_posix_api/src/imp/signal.rs; ulib/axlibc/src/signal.c,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 681, ""class"": ""selection_list"", ""text"": ""\""sigaction01\"",""}]",[]
ltp_stable,proc01,misc,cross-cutting runner/syscall implementation,OK_SELECTION_LIST_ONLY,exact case name outside stable appears only in generic LTP selection/batch lists,[],"[{""file"": ""examples/shell/src/cmd.rs"", ""line"": 664, ""class"": ""selection_list"", ""text"": ""const LTP_PROC_BASIC_CASES: &[&str] = &[\""proc01\""];""}]",[]
ltp_stable,exit01,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,exit02,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
ltp_stable,exit_group01,process,"kernel/task; examples/shell/src/uspace/{process,task_context,resource_sched}.rs; api/arceos_posix_api/src/imp/task.rs",OK_NO_CASE_SPECIFIC_CODE,exact case name appears only in LTP_STABLE_CASES,[],[],[]
